"--large-name96--","install(ServiceTarget,ModelController,ExtensionRegistry,LocalHostControllerInfo,ProductConfig,String,RemoteFileRepository,IgnoredDomainResourceRegistry,HostControllerRegistrationHandler.OperationExecutor,DomainController,HostControllerEnvironment,ExecutorService,RunningMode)"
"--large-name4--","processClassConfigurations(DeploymentPhaseContext,EEApplicationDescription,EEModuleConfiguration,Map<ServiceName,BindingConfiguration>,Set<String>,ComponentNamingMode,Set<EEModuleClassConfiguration>,String,ServiceName,IntHolder,Set<ServiceName>)"
"--large-name86--","AttributeDefinition(String,String,ModelNode,ModelType,boolean,boolean,MeasurementUnit,ParameterCorrector,ParameterValidator,boolean,String[],String[],AttributeMarshaller,boolean,DeprecationData,AccessConstraintDefinition[],Boolean,AttributeParser,AttributeAccess.Flag)"
"--large-name45--","UndertowDeploymentInfoService(JBossWebMetaData,String,TldsMetaData,List<TldMetaData>,Module,WebInjectionContainer,ComponentRegistry,ScisMetaData,VirtualFile,String,String,List<ServletContextAttribute>,String,List<SetupAction>,Set<VirtualFile>,List<ExpressionFactoryWrapper>)"
"--large-name62--","UndertowDeploymentInfoService(JBossWebMetaData,String,TldsMetaData,List<TldMetaData>,Module,ScisMetaData,VirtualFile,String,String,List<ServletContextAttribute>,String,List<SetupAction>,Set<VirtualFile>,List<ExpressionFactoryWrapper>,List<PredicatedHandler>,boolean)"
"--large-name127--","ServletContainerService(boolean,ServletStackTraces,SessionCookieConfig,JSPConfig,String,boolean,boolean,boolean,int,boolean,boolean,boolean,boolean,int,Map<String,String>,List<String>,Boolean,boolean,int,Map<String,AuthenticationMechanismFactory>,Integer,CrawlerSessionManagerConfig,boolean)"
"--large-name16--","createHostRegistry(ManagementResourceRegistration,HostControllerConfigurationPersister,HostControllerEnvironment,HostRunningModeControl,HostFileRepository,LocalHostControllerInfoImpl,ServerInventory,RemoteFileRepository,ContentRepository,DomainController,UnregisteredHostChannelRegistry,ExtensionRegistry,AbstractVaultReader,ControlledProcessState)"
"--large-name54--","OptionAttributeDefinition(String,String,ModelNode,ModelType,boolean,boolean,MeasurementUnit,ParameterCorrector,ParameterValidator,boolean,String[],String[],AttributeMarshaller,boolean,DeprecationData,Option<?>,AccessConstraintDefinition[],AttributeAccess.Flag)"
"--large-name104--","CoarseSessionFactory(Cache<String,CoarseSessionCacheEntry<L>>,Cache<SessionAttributesCacheKey,MarshalledValue<Map<String,Object>,MarshallingContext>>,SessionContext,SessionAttributeMarshaller<Map<String,Object>,MarshalledValue<Map<String,Object>,MarshallingContext>>,LocalContextFactory<L>)"
"--large-name30--","DomainModelControllerService(HostControllerEnvironment,HostRunningModeControl,ControlledProcessState,LocalHostControllerInfoImpl,ContentRepository,ConcurrentMap<String,ProxyController>,Map<String,ProxyController>,PrepareStepHandler,AbstractVaultReader,IgnoredDomainResourceRegistry,BootstrapListener,PathManagerService,ExpressionResolver)"
"--large-name125--","FineSessionAttributesFactory(Cache<SessionAttributeNamesKey,SessionAttributeNamesEntry>,Cache<SessionAttributeKey,MarshalledValue<Object,MarshallingContext>>,Marshaller<Object,MarshalledValue<Object,MarshallingContext>,MarshallingContext>,CacheProperties)"
"--large-name53--","SimpleOperationDefinition(String,ResourceDescriptionResolver,ResourceDescriptionResolver,OperationEntry.EntryType,EnumSet<OperationEntry.Flag>,ModelType,ModelType,boolean,DeprecationData,AttributeDefinition[],AttributeDefinition[],AccessConstraintDefinition[])"
"--large-name8--","DomainModelControllerService(HostControllerEnvironment,RunningModeControl,ControlledProcessState,LocalHostControllerInfoImpl,ContentRepository,Map<String,ProxyController>,Map<String,ProxyController>,PrepareStepHandler,AbstractVaultReader,BootstrapListener)"
"--large-name71--","InfinispanBackingCacheEntryStore(Cache<K,MarshalledValue<E,C>>,CacheInvoker,IdentifierFactory<K>,KeyAffinityServiceFactory,PassivationManager<K,E>,StatefulTimeoutInfo,ClusteredBackingCacheEntryStoreConfig,boolean,MarshalledValueFactory<C>,C,NodeFactory<Address>,Registry<String,?>)"
"--large-name123--","handlePermissions(String,ComponentConfiguration,ViewConfiguration,DeploymentReflectionIndex,String,EJBViewDescription,Method,ApplicableMethodInformation<EJBMethodSecurityAttribute>,boolean,EJBViewMethodSecurityAttributesService.Builder,boolean)"
"--large-name121--","ServletContainerService(boolean,ServletStackTraces,SessionCookieConfig,JSPConfig,String,boolean,boolean,boolean,int,boolean,boolean,boolean,Map<String,String>,List<String>,Boolean,boolean,int,Map<String,AuthenticationMechanismFactory>,Integer,CrawlerSessionManagerConfig)"
"--large-name115--","CoarseSessionFactory(Cache<String,CoarseSessionCacheEntry<L>>,Cache<SessionAttributesCacheKey,MarshalledValue<Map<String,Object>,MarshallingContext>>,SessionContext,Marshaller<Map<String,Object>,MarshalledValue<Map<String,Object>,MarshallingContext>,MarshallingContext>,LocalContextFactory<L>)"
"--large-name85--","UndertowDeploymentInfoService(JBossWebMetaData,String,TldsMetaData,List<TldMetaData>,Module,ScisMetaData,VirtualFile,String,String,List<ServletContextAttribute>,String,List<SetupAction>,Set<VirtualFile>,List<ExpressionFactoryWrapper>,List<PredicatedHandler>,List<HandlerWrapper>,List<HandlerWrapper>,List<HandlerWrapper>,List<ThreadSetupAction>,boolean,List<ServletExtension>)"
"--large-name91--","OptionAttributeDefinition(String,String,ModelNode,ModelType,boolean,boolean,MeasurementUnit,ParameterCorrector,ParameterValidator,boolean,String[],String[],AttributeMarshaller,boolean,DeprecationData,Option<?>,Class<?>,AccessConstraintDefinition[],Boolean,AttributeParser,AttributeAccess.Flag)"
"--large-name74--","OptionAttributeDefinition(String,String,ModelNode,ModelType,boolean,boolean,MeasurementUnit,ParameterCorrector,ParameterValidator,boolean,String[],String[],AttributeMarshaller,boolean,DeprecationData,Option<?>,AccessConstraintDefinition[],Boolean,AttributeAccess.Flag)"
"--large-name32--","HostResourceDefinition(String,HostControllerConfigurationPersister,HostControllerEnvironment,HostRunningModeControl,HostFileRepository,LocalHostControllerInfoImpl,ServerInventory,HostFileRepository,ContentRepository,DomainController,ExtensionRegistry,AbstractVaultReader,IgnoredDomainResourceRegistry,ControlledProcessState,PathManagerService)"
"--large-name14--","createHostRegistry(ManagementResourceRegistration,HostControllerConfigurationPersister,HostControllerEnvironment,HostRunningModeControl,FileRepository,LocalHostControllerInfoImpl,ServerInventory,RemoteFileRepository,ContentRepository,DomainController,UnregisteredHostChannelRegistry,ExtensionRegistry,AbstractVaultReader,ControlledProcessState)"
"--large-name18--","initializeDomainRegistry(ManagementResourceRegistration,ExtensibleConfigurationPersister,ContentRepository,HostFileRepository,boolean,DomainController,UnregisteredHostChannelRegistry,LocalHostControllerInfo,ExtensionRegistry,IgnoredDomainResourceRegistry)"
